From,To,AvgTime
138507635,-138507635,9.766738660907127
138507635,-90447863#3,0.943124550035997
138507635,90447863#4,1.041036717062635
138507636#0,-138507636#0,4.372930165586753
138507636#0,-927526272,5.334773218142548
138507636#0,138507636#1,12.846652267818573
138507636#1,-138507636#1,12.846652267818573
138507636#1,-789197903#5,4.917206623470122
138507636#1,789197903#6,2.4578833693304536
138507640#0,-138507640#0,2.953203743700504
138507640#0,-138507641#2,15.06695464362851
138507640#0,138507640#1,4.033117350611951
138507640#1,964568537,3.9481641468682507
138507641#0,-138507641#0,11.278617710583152
138507641#0,138507641#1,2.033117350611951
138507641#0,138507652#0,18.34269258459323
138507641#1,-138507641#1,2.033117350611951
138507641#1,-138507647,3.1605471562275014
138507641#1,138507641#2,15.979841612670986
138507641#2,-138507640#0,2.953203743700504
138507641#2,-138507641#2,15.06695464362851
138507641#2,138507640#1,4.033117350611951
138507644,-138507644,20.218862491000717
138507644,-258519974#1,3.2440604751619873
138507644,258519974#2,3.268538516918646
138507645#0,-138507645#1,5.327573794096472
138507645#0,-258519974#2,3.268538516918646
138507645#0,258519971,26.53131749460043
138507647,-138507641#1,2.033117350611951
138507647,-138507647,3.1605471562275014
138507647,138507641#2,15.979841612670986
138507649,-700448563#0,10.603311735061196
138507649,138507636#0,4.372930165586753
138507649,700448563#1,5.981281497480201
138507652#0,-138507652#0,19.065514758819294
138507652#0,138507652#1,2.8452123830093594
138507652#0,738393940,7.418286537077034
138507652#1,-138507652#1,2.8452123830093594
138507652#1,1126916437,1.3880489560835134
138507652#1,138507652#2,2.007199424046076
138507652#11,-138507652#12,16.904247660187185
138507652#11,-964568154,4.921526277897768
138507652#11,138507652#13,17.287257019438446
138507652#13,-138507652#19,17.2829373650108
138507652#13,-689012456#7,9.620590352771778
138507652#13,689012455#0,0.9798416126709862
138507652#2,-138507652#2,2.007199424046076
138507652#2,138507641#0,11.278617710583152
138507652#2,138507652#3,13.161987041036715
138507652#3,-138507652#3,13.134629229661627
138507652#3,-90447872,23.648668106551476
138507652#3,138507652#4,11.37652987760979
138507652#4,-138507652#5,11.638588912886968
138507652#4,-90447865,21.00503959683225
138507652#4,138507652#6,5.153347732181425
138507652#6,-138507652#6,5.153347732181425
138507652#6,-90447855,22.037437005039596
138507652#6,138507652#8,9.640028797696184
138507652#6,22980556#0,6.624910007199423
138507652#8,-138507652#8,9.640028797696184
138507652#8,138507652#9,5.605471562275017
138507652#8,90447893#0,6.617710583153348
138507652#9,-138507652#9,5.605471562275017
138507652#9,-90447832#1,6.773218142548596
138507652#9,138507652#11,16.904247660187185
138507652#9,90447877,15.724982001439884
1419045805,690320600#3,26.397839783978398
1419045825#1,47484424,5.851691864650828
1419045825#1,690320624#1,12.811881188118813
1419295009,-21262077#6,29.775377969762417
1419295009,696529206#4,22.300630063006302
1419295011,696248315#0,18.82988298829883
1419295055#0,-1419295055#1,1.567056705670567
1419295055#0,688968374#7,16.993699369936994
1419506392#0,-1419506392#2,4.666066606660666
1419506392#0,733131379,0.8586858685868587
145395107,-145395107,15.881929445644348
145395107,-22943211#1,16.915766738660906
145395107,22943211#2,10.601871850251978
14618089#0,14618089#2,10.572457245724573
14618089#2,14618089#4,4.936093609360936
14618089#2,148559367#0,12.218862491000719
14618089#4,-1153652155#1,12.277897768178544
14618089#4,14618089#6,20.18901890189019
14618089#6,1351117674#0,9.074707470747075
14618089#6,696967817,0.039603960396039604
14618089#6,70400959,5.254725472547255
14618090,40349239,0.7254725472547255
146630841,-146630841,7.4931605471562275
148393291,-148393291,13.95392368610511
148559367#0,-148559367#1,11.425485961123108
148559367#0,-96957116,14.021598272138228
148559367#0,148559367#2,3.2152627789776815
148559367#2,-148559367#2,3.2152627789776815
148559367#2,-26765695,12.734341252699783
148559367#2,-688752798#0,6.780417566594672
148559367#2,22802772#0,8.099352051835853
148559368#0,-148559368#0,8.793376529877609
148559368#0,-22802758,16.122390208783298
148559368#0,148559368#1,4.398848092152628
148559368#1,-148559368#1,4.401727861771058
148559368#1,-22802755,7.845932325413967
148559368#1,-26765724#1,9.386609071274297
148559368#1,688752797#1,7.9654427645788335
148630582,235769649#8,0.014398848092152628
148634502,-148634502,4.348452123830094
148642426#0,-148642426#1,7.089992800575954
148744325,-148744325,7.356371490280778
148818701#0,-148818701#2,22.236141108711305
148818701#0,-22943137#0,8.63498920086393
148818701#0,22943137#1,14.570194384449243
148818702#0,-148818702#0,7.841612670986321
148818702#0,148818702#1,6.760259179265659
148818702#0,47484429,14.462203023758098
148818702#1,-148818702#3,6.721382289416846
148818702#1,148818702#4,3.909287257019438
148818702#1,23311635,25.552195824334053
148818702#4,-148818702#4,3.909287257019438
148818702#4,1237215041#0,3.4168466522678185
148818702#4,269499250#0,3.2915766738660905
148818706#0,-148818706#0,8.937365010799136
148818706#0,148818706#1,25.418286537077034
148818706#0,148852734#0,9.23110151187905
148818706#1,-331354985#1,8.616270698344133
148818706#1,-47484419#1,7.654427645788336
148818706#1,-696452637,25.65298776097912
148818706#1,331353295,13.683225341972642
148818706#1,47484419#4,9.508999280057596
148818707#0,-148818707#0,3.5910727141828653
148818707#0,-319824016,3.2095032397408203
148818707#0,148818707#1,7.137508999280057
148818707#1,-148818707#1,7.1274298056155505
148852734#0,-148852734#0,10.087832973362131
148852734#0,-260322239,14.047516198704104
148852734#0,148852734#1,12.778977681785456
148852734#1,-696452636#0,11.847372210223181
148852734#1,148852735,10.269258459323252
148852734#1,260322239,14.96328293736501
148852734#1,696452636#2,5.108711303095752
148852735,-148852735,10.269258459323252
148852735,-47484424,5.874730021598271
148852735,331354985#0,8.708423326133909
148886353#0,-148886353#0,14.175665946724262
148886353#0,148886353#1,14.198704103671705
148886353#0,688758273#0,8.76025917926566
148886353#1,-148886353#1,14.198704103671705
148886353#1,130837938#0,29.261339092872568
148886353#1,148886353#2,20.706983441324695
148886353#2,-148886353#3,20.672426205903527
148886353#2,-19821513#3,7.458145814581458
148886353#2,19821513#4,6.0162016201620165
148886353#2,389877897,10.205903527717782
154653037#0,-154653037#3,48.8970482361411
161536882,-161536882,14.116630669546437
161536882,697182261#3,17.701223902087833
164438339#0,-164438339#0,4.79337652987761
164438339#0,-26202007,4.62634989200864
164438339#0,164438339#1,3.375089992800576
164438339#1,-164438339#1,3.375089992800576
164438339#1,-170930829#0,5.573794096472282
164438339#1,170930829#1,3.5766738660907125
164438340#0,-164438340#1,7.552195824334054
164438340#0,164438339#0,5.444204463642909
164438340#0,164438341,5.06983441324694
164438341,-164438341,5.06983441324694
164438341,22751274#5,8.590352771778257
170343070,-170343070,13.745140388768897
170343070,322606171#0,12.20014398848092
170343070,699556698#0,16.660907127429805
170345932,-170345932,3.565154787616991
170345932,-90447843#5,3.3794096472282216
170345932,90447843#6,3.4269258459323253
170345933,-170345933,5.354931605471561
170345933,-90447869#0,15.867530597552195
170345933,90447869#1,5.606911447084233
170345934#0,-170345934#0,6.558675305975521
170345934#0,170345934#1,21.979841612670985
170345934#0,642034962,9.049676025917927
170345934#1,-848395849,22.442044636429088
170345934#1,381426809#7,7.159107271418286
170345938#1,-170345938#2,2.7544996400287975
170345938#1,-927509185,7.235421166306695
170345938#1,170345938#3,14.463642908567314
170345938#3,-170345938#3,15.29733621310295
170345938#3,-700448563#5,7.51043916486681
170345938#3,789197904,12.322534197264218
170345942,-170345942,3.585313174946004
170345942,-699556698#0,16.174226061915046
170345942,699556698#1,6.578833693304535
170345943#0,-170345943#1,40.05903527717782
170345943#0,170345942,3.585313174946004
170345943#0,170345943#2,31.86033117350612
170345943#2,-170345943#2,31.868970482361412
170345943#2,-948889608,7.887688984881209
170345943#2,694361370,0.028797696184305256
170345944,-170345944,6.233261339092873
170345944,-90447843#3,0.028797696184305256
170345944,90447843#5,3.3794096472282216
170345944,90447851,12.5471562275018
170345948,-170345948,5.746580273578113
170345948,-90447848#0,0.9877609791216703
170345948,90447848#1,10.371490280777538
170930825,-170930827,12.296616270698344
170930825,22751274#1,5.304535637149028
170930829#1,-170930829#1,3.5680345572354213
170930829#1,170930829#2,1.6702663786897047
170930829#1,26202007,4.107991360691145
170930829#2,-170930829#2,1.6702663786897047
170930829#2,696754752,0.028797696184305256
188707184,-1272494548,7.791216702663786
188707184,-696748675,23.275737940964724
188707184,696748676,10.43772498200144
190031806#0,-190031806#0,11.66882649388049
190031806#0,190031806#1,3.773938084953204
190031806#0,233738948#0,30.03599712023038
190031806#1,-190031806#1,3.773938084953204
190031806#1,689960225#1,16.06958608278344
192219178#0,-192219178#1,8.136069114470843
192219178#0,-233674123,30.529877609791214
192219178#0,192219178#3,2.5219582433405328
192219178#0,193290150#0,6.794816414686824
192219178#3,-19822596#1,22.26637868970482
192219178#3,-233674120,2.5176385889128867
192219178#3,1211778520,0.014398848092152628
192219555#0,-192219555#0,2.1845184518451846
192219555#0,-250699721#1,23.928005759539236
192219555#0,192219555#1,3.314131413141314
192219555#1,-192219555#1,3.314131413141314
192219555#1,1259664883,2.53015301530153
192219556,-250699717#1,28.059035277177824
192219556,-250699722#4,9.703383729301656
192219556,193292270#0,11.51043916486681
192219556,250699717#2,4.336933045356371
192931818#0,-201707817#2,7.125989920806336
192931818#0,1259664882,1.983798379837984
192931818#0,193116149,1.4377249820014397
192931819#0,-323014718,19.457163426925845
192931819#0,965528711#0,5.586753059755219
193116149,-193116149,1.4377249820014397
193116149,-322216091,5.0395968322534195
193288697#1,-193288697#1,13.31605471562275
193289760,-193289760,12.594672426205904
193289760,-23035682#4,6.691269126912692
193289760,23035682#6,27.751575157515752
193289760,696474246,18.622030237580994
193290150#0,193290150#2,7.269978401727862
193290150#0,233674124#0,5.246940244780417
193290150#2,193290150#3,3.376529877609791
193290150#2,233674122,3.840172786177106
193290150#3,701937782#0,48.964896489648964
193290152#0,-192219178#1,8.136069114470843
193290152#0,-233674123,30.529877609791214
193290152#0,192219178#3,2.5219582433405328
193290152#0,193290150#0,6.794816414686824
193290154,-193290154,8.60187185025198
193290154,-950278594#0,32.84665226781858
193290154,950278594#1,1.9611231101511877
193292262#0,-193292262#1,18.601871850251978
193292262#0,695665364#1,8.316831683168317
193292264#0,-193292264#4,7.37893789378938
193292264#0,549552573#0,2.423942394239424
193292264#0,698102297#0,2.077407740774077
193292266#0,203111482#0,27.169216921692172
193292266#0,22882796#0,2.71017101710171
193292267,-193292267,1.0522052205220522
193292267,193292264#0,7.23942394239424
193292269#0,-193292269#0,9.99712023038157
193292269#0,-457444362,4.85097192224622
193292269#0,193292269#1,4.767458603311735
193292269#1,-193292269#2,5.514758819294456
193292269#1,-193292270#0,11.51043916486681
193292269#1,193292270#1,23.788336933045358
193292270#0,-193292269#2,5.514758819294456
193292270#0,-193292270#0,11.51043916486681
193292270#0,193292270#1,23.788336933045358
193292270#1,-192219555#0,2.1845184518451846
193292270#1,-250699721#1,23.928005759539236
193292270#1,192219555#1,3.314131413141314
193294052,-193294052,23.11447084233261
193294052,699576529,6.254859611231101
193296753#0,-193296753#0,0.028797696184305256
193296753#0,-927489682,14.724262059035278
193296753#0,193296753#1,16.986321094312455
193296753#1,-193296753#1,17.010799136069114
193296753#1,-22751277#0,7.6501079913606915
193296753#1,22751277#1,10.21310295176386
193296753#1,699538611#0,13.845932325413965
193296755,-699538610#3,29.64434845212383
193296755,-91092564#1,11.041036717062635
193296755,699538610#4,22.802015838732903
193296755,91092564#2,31.889128869690424
193297054#0,-193297054#0,5.638588912886968
193297054#0,193297054#1,6.480921526277897
193297054#0,193297057,14.38012958963283
193297054#1,-193297054#1,6.551475881929445
193297057,-193297057,14.342692584593232
193297057,-22751277#3,10.280777537796977
193297057,1371048031,21.383729301655865
193297057,22751277#4,14.63786897048236
19793641#0,-21024531,11.232541396688266
19793641#0,19793641#2,6.8172817281728175
19793641#2,19793641#3,7.151215121512152
19793641#2,22758912,14.13390928725702
19793641#3,-696935168,13.544996400287975
19793641#3,19793641#5,5.671467146714671
19793641#5,19793641#6,0.37983798379837985
19793641#6,19793641#7,0.639063906390639
19793641#7,77991174,10.277897768178544
19804958#0,130822234#0,27.995680345572353
19804958#0,22802816#0,3.338433843384339
19804958#0,530253698,16.56885688568857
19820704#0,-19820704#0,12.250539956803454
19820704#0,132322042,7.071274298056155
19820704#0,19820704#1,7.4514038876889845
19820704#1,-19820704#1,7.455723542116631
19820704#1,-697181088,16.95752339812815
19820704#1,259532610#0,2.3916486681065514
19820930#0,-19820930#1,8.573074154067674
19820930#0,695717803#1,18.8964896489649
19820981,-19820981,16.62922966162707
19820981,-26131807#2,21.700503959683225
19820981,26131807#3,10.13390928725702
19821092#0,46263877,15.681785457163425
19821181#0,-19821181#1,17.412526997840175
19821181#0,19821181#2,4.997840172786177
19821181#0,22943050#0,25.660187185025197
19821181#2,-19821181#2,4.997840172786177
19821181#2,-200733758,19.632829373650107
19821181#2,696531291,9.946724262059035
19821195,-19821195,11.120230381569474
19821195,-22943166#10,21.386609071274297
19821195,200733758,19.556515478761696
19821195,22943166#12,6.637868970482361
19821233#0,-19821233#1,5.694744420446364
19821233#0,19821233#2,26.611951043916484
19821233#0,263742248,8.71130309575234
19821233#2,-19821233#5,26.593232541396688
19821233#2,-382406378#1,6.660907127429805
19821233#2,19821092#0,19.840172786177103
19821233#2,382406379#0,5.311735061195105
19821513#0,-19821513#1,9.844284428442846
19821513#0,-287103785,6.966162706983441
19821513#0,19821513#2,7.458145814581458
19821513#2,-148886353#3,20.672426205903527
19821513#2,-19821513#3,7.458145814581458
19821513#2,19821513#4,6.0162016201620165
19821513#2,389877897,10.205903527717782
19821513#4,-19821513#4,6.0162016201620165
19821513#4,-623140247#1,14.882649388048955
19821513#4,19821513#6,7.896489648964898
19821513#4,623138550,8.14254859611231
19821513#6,-19821513#6,7.896489648964898
19821513#6,19821513#7,4.153915391539154
19821513#6,696170691#0,4.004319654427645
19821513#7,-19821513#7,4.153915391539154
19821513#7,-688758276#2,36.83225341972642
19821513#7,19821513#8,9.638163816381638
19821513#8,-1351121542#6,6.214221422142215
19821513#8,-19821513#8,9.638163816381638
19821513#8,19821233#0,5.64434845212383
19821513#8,21992504#0,22.621962196219624
19821525#0,-19821525#2,17.786897048236142
19821525#0,19821525#3,19.979841612670985
19821525#0,47800701#0,8.846652267818573
19821525#3,-1267033587#5,7.14941494149415
19821525#3,-19821525#7,20.040316774658027
19821525#3,1267033588,21.37652987760979
19821525#3,19821704#0,7.8928892889288935
19821704#0,-19821704#1,7.8928892889288935
19821704#0,19821704#2,14.803780378037805
19821704#0,47484433#0,14.359971202303816
19821704#2,-1259664884#7,5.792079207920792
19821704#2,-19821704#3,14.790279027902791
19821704#2,1259664878#0,20.544554455445546
19821704#2,1267029558#0,5.204320432043205
19821740#0,-19821740#4,20.73087308730873
19821740#0,-22943166#5,5.5161987041036715
19821740#0,19821740#5,10.542754275427543
19821740#0,22943166#6,21.38228941684665
19821740#5,-19821740#7,10.558055805580558
19821740#5,-699540633,4.280777537796976
19821740#5,19821181#0,17.380849532037434
19821740#5,19821740#8,11.542754275427544
19821740#8,-19821740#11,11.523852385238525
19821740#8,-22943050#3,5.138948884089272
19821740#8,1419506392#0,4.658865886588659
19821819#0,-19821819#1,11.693304535637148
19821819#0,-266301703,6.89992800575954
19821819#0,-743764375#3,8.040316774658027
19821819#0,743764375#5,1.7321814254859609
19822293,-19822293,22.607631389488837
19822355#0,-19822355#2,16.452123830093594
19822355#0,42505011#1,22.086393088552914
19822393#0,-19822393#0,8.640748740100792
19822393#0,-249153900,17.670266378689703
19822393#0,19822393#1,5.632829373650107
19822393#1,-19822393#1,5.660187185025198
19822393#1,19822393#2,7.029517638588913
19822393#1,696474249,19.63138948884089
19822393#2,-19822393#2,7.029517638588913
19822393#2,-605840537,5.966882649388048
19822393#2,19822393#3,13.596832253419727
19822393#3,-19822393#3,13.608351331893449
19822393#3,-696474248,4.937365010799136
19822393#3,19822393#4,7.827213822894168
19822393#4,-19822393#4,7.827213822894168
19822393#4,-26827520#1,16.6983441324694
19822393#4,696474247,8.783297336213103
19822414#2,-19822414#3,18.633549316054715
19822414#2,-26827522#1,3.683225341972642
19822414#2,696474248,4.937365010799136
19822582#0,19822582#1,3.564356435643565
19822582#0,23044200#0,4.7616990640748735
19822582#1,19822582#2,5.537353735373538
19822582#1,200132439#0,4.639308855291576
19822582#2,200590676,3.774977497749775
19822582#2,696724520#0,4.27002700270027
19822596#0,-19822596#1,22.26637868970482
19822596#0,-233674120,2.5176385889128867
19822596#0,1211778520,0.014398848092152628
19822616#0,-19822616#2,13.88768898488121
19822616#0,-324499092,20.681065514758817
19822616#0,19822616#3,2.52267818574514
19822616#10,-19822616#10,2.934485241180705
19822616#10,-200132441#1,3.448524118070554
19822616#10,-260739073#2,14.23038156947444
19822616#10,19822616#11,14.75017998560115
19822616#11,-19822616#11,14.601871850251978
19822616#11,1259664881#0,2.4833483348334835
19822616#11,696526912,0.06983441324694024
19822616#3,-19822616#4,2.5687544996400287
19822616#3,19822616#5,2.240460763138949
19822616#3,388787467,7.464362850971923
19822616#5,-19822616#5,2.250539956803456
19822616#5,-199982818,17.974082073434126
19822616#5,19822616#6,2.169906407487401
19822616#6,-19822616#6,2.169906407487401
19822616#6,19822616#7,1.7105831533477323
19822616#6,85284770,22.89416846652268
19822616#7,-19822616#7,1.7105831533477323
19822616#7,19822616#8,7.124550035997119
19822616#7,200132438#0,19.68322534197264
19822616#7,88308917#0,14.85385169186465
19822616#8,-19822616#8,7.183585313174945
19822616#8,-699619658,14.316774658027358
19822616#8,19822616#9,3.3059755219582434
19822616#9,-19822616#9,3.3621310295176388
19822616#9,19822616#10,2.934485241180705
19822616#9,260739072,12.902807775377969
19822654#0,1028906331#0,14.356371490280777
19822654#0,22802823#0,3.4384449244060473
19870098#0,-69844526#1,14.357091432685383
19870098#0,19870098#4,5.9594959495949595
19870098#10,696730378#0,8.047516198704104
19870098#4,19870098#5,0.6732673267326733
19870098#5,193296755,28.715622750179985
19870098#5,19870098#6,10.172817281728173
19870098#6,19870098#8,3.642664266426643
19870098#6,91092564#0,11.041036717062635
19870098#8,19870098#10,4.316831683168317
19870098#8,927489682,14.731461483081354
19870935#0,19876037#0,0.018001800180018002
19870935#0,696248317#0,1.6579657965796581
19872917#0,689186745#0,63.434743474347435
19873475#0,-19873475#0,2.3369330453563713
19873475#0,-689191822#1,5.677465802735781
19873475#0,19873475#1,1.5205183585313176
19873475#1,-19873475#1,1.5205183585313176
19873475#1,19873475#2,4.305255579553635
19873475#1,696724803#0,6.269258459323254
19873475#2,-19873475#2,4.299496040316774
19873475#2,-927683337#2,8.283657307415407
19873475#2,19873475#4,3.0806335493160546
19873475#2,38429630#0,9.739380849532036
19873475#4,-19873475#6,3.0806335493160546
19873475#4,-241444590#1,16.447804175665947
19873475#4,19873475#7,2.3470122390208785
19873475#7,-19873475#7,2.3470122390208785
19873475#7,-297358479#1,8.590352771778257
19873475#7,19873475#8,2.5241180705543558
19873475#8,-19873475#8,2.5241180705543558
19873475#8,-22943251#7,15.107271418286537
19873475#8,19873475#9,0.9013678905687544
19873475#9,-19873475#9,0.9013678905687544
19873475#9,301752118,3.696904247660187
19873540,690320604#0,42.064806480648066
19875149#0,-19873475#9,0.9013678905687544
19875149#0,301752118,3.696904247660187
19876037#0,19876037#2,2.5544554455445545
19876037#2,205597018,2.760259179265659
19876037#2,21263160#0,2.6984698469846986
19876063#0,-19876063#1,16.76889848812095
19876063#0,21023876#5,5.189344852411807
19976925#0,342886918#0,18.92889288928893
19977173#0,148818702#0,7.720662347012238
19977173#0,148818707#0,3.506119510439165
19977173#0,23025848#0,11.580993520518359
19977424#0,-1259664877#14,2.121512151215122
19977424#0,-19977424#1,26.077753779697623
19977424#0,1259664877#15,1.2556255625562556
19977502#0,-19977502#0,10.14254859611231
19977502#0,-47484417,8.967602591792657
19977502#0,148818701#0,23.081353491720662
19977502#0,19977502#1,4.077753779697624
19977502#1,-19977502#1,4.110871130309575
19977502#1,-392493390#0,9.779697624190065
19977502#1,19977424#0,25.795536357091432
19977502#1,392493390#1,10.33405327573794
19977697#0,-596795773#1,18.190064794816415
19977697#0,690320613#1,28.725472547254725
19977738#0,-19977738#1,16.73002159827214
19977738#0,-243019177#1,3.26133909287257
19977738#0,19977738#2,10.87257019438445
19977738#2,-19977738#2,10.918646508279338
19977738#2,-695727398,4.630669546436285
19977738#2,260361705#0,14.786177105831532
19977738#2,695727399#0,20.767458603311734
19978070#0,-19978070#2,9.8963282937365
19978070#0,-242929646#1,12.385889128869689
19978070#0,19978070#3,5.83585313174946
19978070#3,-130822234#14,11.118790496760258
19978070#3,-19978070#4,5.820014398848092
19978070#3,130822234#15,7.035277177825773
19978070#3,148886353#0,14.175665946724262
19978107#1,-19978107#1,0.9172066234701224
19978107#1,19978107#2,16.68682505399568
19978107#1,695504604,37.10295176385889
19978107#2,-1267033587#2,9.272727272727273
19978107#2,-695504603#1,16.68682505399568
19978107#2,1267033587#3,7.14941494149415
19978107#2,19978070#0,9.916486681065516
19978153,-331346933#0,10.951763858891288
19978153,-688952712,4.699784017278618
19978153,331346933#1,7.97552195824334
19978315,-698749952#0,0.018001800180018002
19978315,130845502#0,19.263726372637265
19978315,342881869#0,11.36903690369037
19978363#0,19978315,10.992080633549316
19978480#0,-19978480#0,8.95752339812815
19978480#0,-19979581#7,9.488840892728582
19978480#0,19978480#1,1.4586033117350612
19978480#1,-19978480#1,1.4586033117350612
19978480#1,19978480#2,14.918646508279338
19978480#1,23784448#0,14.254859611231101
19978480#2,-19978480#2,14.839452843772499
19978480#2,130845502#2,16.212421242124215
19979581#0,-19979581#2,11.827213822894167
19979581#0,-238828587,25.637149028077754
19979581#0,19979581#4,5.6875449964002875
19979581#0,238829015,8.439164866810655
19979581#4,-19979581#5,5.6875449964002875
19979581#4,19979581#6,9.15190784737221
19979581#4,23784528,7.745140388768898
19979581#6,-19979581#6,9.15190784737221
19979581#6,-695511040#1,19.271418286537077
19979581#6,19979581#7,9.488840892728582
19979581#6,695511042,8.24910007199424
19979581#7,-19978480#0,8.95752339812815
19979581#7,-19979581#7,9.488840892728582
19979581#7,19978480#1,1.4586033117350612
19979762#0,688946350#2,2.1008100810081007
19979827#0,695518071#0,27.32673267326733
19979947#0,-19979947#0,4.7616990640748735
19979947#0,-257304232,10.21598272138229
19979947#0,19979947#1,16.22174226061915
19979947#1,-1343336738,16.273578113750897
19979947#1,690320638#1,11.42934293429343
19979971#0,1067081764,8.233261339092872
199924293,-199924293,5.462922966162706
199924293,-233740169#5,4.367170626349892
199924293,-79890270#1,26.253419726421885
199954902#0,-199954902#0,2.993520518358531
199954902#0,19822355#0,16.414686825053995
199954902#0,199954902#1,4.017278617710582
199954902#1,-199954902#1,4.017278617710582
199954902#1,-26827523#3,23.9625629949604
199954902#1,199954902#2,7.892008639308855
199954902#2,-199954902#2,7.892008639308855
199954902#2,-395857693#0,16.11519078473722
199954902#2,395857693#1,20.226061915046795
199956852#0,697842142,31.164866810655145
199956852#0,697842144,5.15478761699064
199956853#0,-199956853#0,10.323974082073434
199956853#0,199956853#1,35.375089992800575
199956853#0,26827523#0,3.6515478761699063
199956853#1,-199956853#1,35.1792656587473
199956853#1,-26827499,32.12814974802016
199956853#1,-97708186#2,5.019438444924406
199982818,-19822616#5,2.250539956803456
199982818,-199982818,17.974082073434126
199982818,19822616#6,2.169906407487401
199982819#0,-199982819#1,18.113750899928004
199982819#0,199982819#2,5.67170626349892
199982819#0,324499092,20.681065514758817
199982819#2,-199982819#2,5.67170626349892
199982819#2,199982818,17.974082073434126
199982819#2,199982819#3,5.861771058315335
199982819#3,-199982819#3,5.861771058315335
199982819#3,-88308917#0,14.85385169186465
199982819#3,88308917#1,4.1411087113030955
199989363#0,-199989363#4,14.205903527717782
199989363#0,199989363#5,11.371490280777536
199989363#0,90447868#0,7.331893448524118
199989363#5,-199989363#9,11.371490280777536
199989363#5,-22980582#4,6.718502519798415
199989363#5,689018014,2.709143268538517
199992357#0,-23003439#5,7.61699064074874
199992357#0,199992357#3,4.753059755219582
199992357#3,-696531291,9.943844492440604
199992357#3,199992357#4,2.1454283657307416
199992357#4,19820981,16.610511159107272
199992357#4,199992357#5,5.572354211663067
199992357#5,46263877,15.681785457163425
200132438#0,-200132438#0,20.362850971922242
200132438#0,200132438#1,6.897048236141108
200132438#0,200132441#0,3.4528437724982
200132438#1,-201707817#0,7.746580273578113
200132438#1,201707817#1,1.661627069834413
200132438#1,322216091,5.0395968322534195
200132439#0,-200132439#0,4.93016558675306
200132439#0,200132439#1,24.642188624910006
200132439#0,964505835,4.328293736501079
200132439#1,-200132439#1,24.755939524838013
200132439#1,-323014717,3.3405327573794095
200132439#1,965528711#3,3.761699064074874
200132441#0,-200132441#0,3.4528437724982
200132441#0,-201707816,5.746580273578113
200132441#0,200132441#1,3.321814254859611
200132441#1,-19822616#10,2.934485241180705
200132441#1,-200132441#1,3.448524118070554
200132441#1,-260739073#2,14.23038156947444
200132441#1,19822616#11,14.75017998560115
200134003,-200134003,4.251979841612671
200134003,-23044200#1,9.238300935925125
200442617#0,200442617#2,4.855291576673865
200442617#2,200442617#3,5.631389488840893
200442617#2,26201918,1.37077033837293
200442617#3,-148742715,19.84449244060475
200442617#3,200442617#4,11.484521238300935
200442617#4,23062031#0,30.247660187185023
200442617#4,55680846#0,5.114470842332613
200442617#4,696739656#0,8.148308135349172
200590676,23044196#0,3.33933393339334
200733758,-19821181#2,4.997840172786177
200733758,-200733758,19.632829373650107
200733758,696531291,9.946724262059035
201707816,-200132441#0,3.4528437724982
201707816,-201707816,5.746580273578113
201707816,200132441#1,3.321814254859611
201707817#1,-201707817#1,1.661627069834413
201707817#1,201707816,5.746580273578113
201707817#1,201707817#2,7.989920806335493
201707817#2,-201707817#2,7.125989920806336
201707817#2,1259664882,1.983798379837984
201707817#2,193116149,1.4377249820014397
20261961#0,-20261961#0,0.018001800180018002
20261961#0,-699538611#1,13.9812814974802
20261961#0,20261961#1,2.0225022502250227
20261961#1,-20261961#1,2.0153015301530153
20261961#1,-307968331#4,26.865370770338373
20261961#1,20261961#2,11.32943294329433
20261961#1,24238059#1,1.4974802015838733
20261961#1,697048057,5.449144914491449
20261961#2,-20261961#2,11.187218721872188
20261961#2,-696495717,0.028797696184305256
20261961#2,20261961#3,9.842484248424842
20261961#3,-698090471,32.68106551475882
20261961#3,-702490240#1,9.84068406840684
20261961#3,696489863,3.215121512151215
20261961#3,702490241#1,10.521238300935924
203111482#0,-203111482#5,26.998199819982
203111482#0,-672462925#2,10.676745860331174
203111482#0,203111482#6,3.942394239423942
203111482#6,-203111482#8,4.048604860486049
203111482#6,193292267,1.0522052205220522
203681410,-696754750,12.742980561555076
203681410,22751265#0,11.003599712023037
203681410,77991172,5.841612670986321
20409480#0,235769645#0,25.92080633549316
20413642#0,-24238044#1,15.467242620590353
20413642#0,20413642#3,17.09143268538517
20413642#0,699534270,6.49532037437005
20413642#3,-259532610#2,6.694024478041757
20413642#3,19793641#0,4.529252925292529
204388571,200442617#2,4.855291576673865
204388957,-204388957,7.601151907847372
204388957,21023458#0,16.982001439884808
204388957,21023876#1,13.442764578833692
205597018,-205597018,2.7041036717062634
205597018,19876063#0,16.852411807055436
205597018,697818416,15.778257739380848
206087971,-206087971,1.326133909287257
206087972,695657272#1,0.036003600360036005
21022811#0,-132322042,6.763138948884089
21022811#0,-21022811#0,5.329013678905687
21022811#0,21022811#1,10.226061915046795
21022811#1,-19820683#1,10.816414686825054
21022811#1,40349240#1,12.991899189918993
21023458#0,-19820704#1,7.455723542116631
21023458#0,-697181088,16.95752339812815
21023458#0,259532610#0,2.3916486681065514
21023627,-148742715,19.84449244060475
21023627,200442617#4,11.484521238300935
21023876#0,-204388957,7.601151907847372
21023876#0,21023458#0,16.982001439884808
