From,To,AvgTime
-250699722#3,193290152#0,30.423326133909285
-250699722#3,250699722#2,8.61051115910727
-250699722#4,-250699722#3,8.267818574514038
-250699722#4,193292269#0,10.210223182145427
-250699722#4,250699722#4,9.904967602591793
-253703629,1285133501,20.43052555795536
-253703629,258507390#2,4.2750179985601156
-253934429#1,-723630761,8.493880489560835
-253934429#1,253934429#0,13.167746580273578
-253934429#1,334312972,9.426925845932326
-253934429#2,-253934429#1,13.516198704103672
-253934429#2,148642426#0,6.865370770338372
-253934429#2,253934429#2,1.786897048236141
-253934429#3,-253934429#2,1.786897048236141
-253934429#3,253934429#3,5.752339812814975
-253934429#3,27575601#0,14.33405327573794
-255318220#1,255318220#0,13.755102040816325
-255318223,-740679365#1,3.765076507650765
-255318223,255318223,0.04801920768307323
-255318223,740679365#2,3.74977497749775
-257211779#1,257211779#0,12.097912167026637
-257304232,257304232,10.21598272138229
-258479493#1,258479493#0,13.010799136069114
-258479493#1,688941684#4,14.63906390639064
-258519969#1,-258519974#0,25.52051835853132
-258519969#1,258519969#0,4.904247660187185
-258519969#1,258519974#1,3.2440604751619873
-258519973#0,-138507645#1,5.327573794096472
-258519973#0,-258519974#2,3.268538516918646
-258519973#0,258519971,26.53131749460043
-258519974#0,-258519973#0,25.661627069834413
-258519974#0,138507644,20.218862491000717
-258519974#0,258519973#1,27.262778977681783
-258519974#1,-258519974#0,25.52051835853132
-258519974#1,258519969#0,4.904247660187185
-258519974#1,258519974#1,3.2440604751619873
-258519974#2,-138507644,20.218862491000717
-258519974#2,-258519974#1,3.2440604751619873
-258519974#2,258519974#2,3.268538516918646
-258725668,-1278964459,1.9834413246940243
-258725668,-90564614#5,12.53419726421886
-258725668,1278964457,2.586033117350612
-258725668,258725668,12.562994960403167
-259532610#0,-19820704#1,7.455723542116631
-259532610#0,-697181088,16.95752339812815
-259532610#0,259532610#0,2.3916486681065514
-259532610#2,-259532610#0,2.3916486681065514
-259532610#2,21024449,8.433405327573794
-259532610#2,21024531,10.598992080633549
-259532610#2,259532610#1,6.6781857451403885
-259644271#0,259644271#0,24.45932325413967
-259644271#0,90564607,4.499640028797696
-259644271#1,-259644271#0,24.45932325413967
-259644271#1,-381427100,5.15478761699064
-259644271#1,259644271#1,21.241180705543556
-259644271#1,697842141,4.734341252699784
-259644271#3,-259644271#1,21.241180705543556
-259644271#3,-276725915,4.624910007199423
-259644271#3,259644271#2,12.598992080633549
-259831073,-130820269#3,5.92080633549316
-259831073,-23976757#1,28.485241180705543
-259831073,130820269#4,6.272138228941685
-259831073,259831073,11.08135349172066
-260053702,1282706286#0,1.984161267098632
-260053702,21023876#3,20.839452843772495
-260053702,260053704,2.2015838732901365
-260322239,-696452636#0,11.847372210223181
-260322239,148852735,10.269258459323252
-260322239,260322239,14.96328293736501
-260322239,696452636#2,5.108711303095752
-260322253#0,-47484419#6,10.014398848092151
-260322253#0,260322253#0,10.010079193664506
-260322253#0,47484419#8,10.018718502519798
-260322253#0,96957117#0,20.316774658027356
-260322253#1,-260322253#0,9.985601151907845
-260322253#1,260322253#1,10.538516918646508
-260322253#1,331352578#0,15.146148308135349
-260739071,260739071,9.566594672426206
-260739072,-19822616#9,3.3621310295176388
-260739072,19822616#10,2.934485241180705
-260739072,260739072,12.902807775377969
-260739073#0,-88308903,18.03599712023038
-260739073#0,260739073#0,1.0122390208783296
-260739073#0,699619658,14.204463642908568
-260739073#2,-260739071,9.566594672426206
-260739073#2,-260739072,12.902807775377969
-260739073#2,-260739073#0,1.0122390208783296
-260739073#2,260739073#2,15.055435565154788
-26131804#1,26131804#0,5.851691864650828
-26131804#1,695717816#4,9.278127812781278
-26131804#3,-26131804#1,5.851691864650828
-26131804#3,216703838,15.085673146148308
-26131804#3,26131804#2,8.979121670266379
-26131807#2,-382406379#2,3.7955363570914327
-26131807#2,26131807#0,21.65010799136069
-26131807#2,695501177#0,40.67242620590353
-26131807#2,695508271#0,10.475161987041036
-26131807#4,-19820981,16.62922966162707
-26131807#4,-26131807#2,21.700503959683225
-26131807#4,26131807#3,10.13390928725702
-26201909,22751274#2,14.766018718502519
-26201909,26201909,8.573074154067674
-26201917#0,-26201918,1.37077033837293
-26201917#0,-26201921#1,12.362850971922246
-26201917#0,713576087,10.924406047516198
-26201918,200442617#3,5.631389488840893
-26201918,26201918,1.37077033837293
-26201921#1,-26201917#0,11.857451403887687
-26201921#1,206087971,1.326133909287257
-26201921#1,26201921#0,11.724982001439885
-26201921#1,317501793,2.8020158387329013
-26202007,-170930829#1,3.5680345572354213
-26202007,170930829#2,1.6702663786897047
-26202007,26202007,4.107991360691145
-263325455#2,263325455#0,23.23974082073434
-263325455#2,695653151#1,1.4743474347434744
-263347032#1,263347032#0,14.781857451403887
-263347032#1,695665364#0,5.326732673267327
-263742248,-19821233#1,5.694744420446364
-263742248,19821233#2,26.611951043916484
-263742248,263742248,8.71130309575234
-263951134,-79888969,5.487401007919366
-263951134,193288697#1,12.755939524838013
-263951134,263951134,9.580993520518359
-263951134,690496989,20.28221742260619
-266301702,266301702,8.087832973362131
-266301703,266301703,6.89992800575954
-26765695,-22802754#1,1.3376529877609789
-26765695,-688752797#2,7.9654427645788335
-26765695,26765695,12.742980561555076
-26765695,688752796#0,8.656587473002158
-26765698,-22802772#0,8.071994240460763
-26765698,22802772#1,7.246940244780417
-26765698,26765698,7.365010799136068
-26765724#1,26765724#0,9.396688264938804
-26765724#1,696184903#1,10.795679567956796
-26827488#1,-696192799#0,3.5089992800575955
-26827488#1,26827488#0,16.609071274298056
-26827488#1,26827499,32.073434125269976
-26827488#1,696192799#1,6.2850971922246215
-26827499,-696192799#0,3.5089992800575955
-26827499,26827488#0,16.609071274298056
-26827499,26827499,32.073434125269976
-26827499,696192799#1,6.2850971922246215
-26827520#1,-26827522#0,11.118790496760258
-26827520#1,26827520#0,17.331893448524117
-26827520#1,26827522#1,3.683225341972642
-26827522#0,26827522#0,11.095752339812815
-26827522#1,-26827522#0,11.118790496760258
-26827522#1,26827520#0,17.331893448524117
-26827522#1,26827522#1,3.683225341972642
-26827523#0,-199956853#0,10.323974082073434
-26827523#0,199956853#1,35.375089992800575
-26827523#0,26827523#0,3.6515478761699063
-26827523#2,-26827523#0,3.6515478761699063
-26827523#2,115131707,36.19870410367171
-26827523#2,26827523#2,3.0280777537796975
-26827523#2,642093119,2.921526277897768
-26827523#3,-26827523#2,3.0280777537796975
-26827523#3,26827523#3,23.892008639308855
-26827523#3,406558113,9.107271418286537
-269499249#0,269499249#0,3.9884809215262775
-269499249#2,-269499249#0,3.9884809215262775
-269499249#2,269499249#1,10.721382289416844
-269499249#2,269499258,4.515478761699064
-269499250#0,-148818702#4,3.909287257019438
-269499250#0,1237215041#0,3.4168466522678185
-269499250#0,269499250#0,3.2915766738660905
-269499250#4,-269499250#0,3.1691864650827934
-269499250#4,-669331673,13.69618430525558
-269499250#4,269499250#1,24.918646508279338
-269499258,-269499249#0,3.9884809215262775
-269499258,269499249#1,10.721382289416844
-269499258,269499258,4.515478761699064
-27575540,27575540,17.802735781137507
-27575545#0,258507390#1,3.341252699784017
-27575545#0,27575545#0,9.93664506839453
-27575545#2,-27575545#0,9.920806335493161
-27575545#2,27575545#1,18.986321094312455
-27575545#2,334296154,6.3124550035997125
-27575551#2,27575551#0,12.096472282217423
-27575551#2,733133104#0,2.054005400540054
-27575551#3,-27575551#2,12.014398848092151
-27575551#3,-88601270#1,3.683225341972642
-27575551#3,27575551#3,12.185745140388768
-27575551#5,-27575551#3,12.247660187185025
-27575551#5,22882539,19.062634989200863
-27575551#5,27575551#5,1.9424046076313894
-27575551#5,41704361,10.11231101511879
-27575601#0,-253934429#2,1.786897048236141
-27575601#0,253934429#3,5.752339812814975
-27575601#0,27575601#0,14.33405327573794
-27575601#1,-27575601#0,14.27933765298776
-27575601#1,1205368122,1.8833693304535637
-27575601#1,27575601#1,7.12167026637869
-27575621,134387880#1,4.666666666666666
-27575621,27575621,8.564434845212382
-27575686,22751265#1,9.81425485961123
-27575686,27575686,12.560115190784737
-27575733#0,-22376433#6,8.03311735061195
-27575733#0,27575733#0,8.486681065514759
-27575733#0,696784101,24.545716342692582
-27575733#1,-27575733#0,8.3585313174946
-27575733#1,-927640887#1,4.277897768178546
-27575733#1,27575733#1,12.06335493160547
-27575733#1,927640887#2,7.45860331173506
-27575769,27575769,6.734341252699784
-276725517#1,276725517#0,23.274298056155505
-276725915,276725915,4.624910007199423
-278036591,278036591,10.44060475161987
-287103785,287103785,6.966162706983441
-297358479#1,297358479#0,8.590352771778257
-302532518#10,-302532518#6,9.46894689468947
-302532518#10,1190123897#0,9.83297336213103
-302532518#10,302532518#7,5.551755175517552
-302532518#11,-302532518#10,5.554455445544555
-302532518#11,23976448#0,14.345738295318126
-302532518#11,302532518#11,3.856885688568857
-302532518#17,-302532518#11,3.856885688568857
-302532518#17,302532518#12,10.837083708370837
-302532518#17,642410160#0,17.471562275017998
-302532518#2,21991902#0,1.6705670567056705
-302532518#2,302532518#0,2.3492349234923493
-302532518#3,-302532518#2,2.3456345634563456
-302532518#3,-41710461#1,33.14285714285714
-302532518#3,302532518#3,5.22862286228623
-302532518#5,-22882546#2,4.557235421166307
-302532518#5,-302532518#3,5.22862286228623
-302532518#5,302532518#4,2.2394239423942395
-302532518#6,-302532518#5,2.2394239423942395
-302532518#6,22882544#0,29.207683073229294
-302532518#6,302532518#6,9.472547254725473
-302852024#0,-696489863,3.274527452745275
-302852024#0,696489862,1.2052205220522054
-302852024#1,-302852024#0,1.3843384338433844
-302852024#1,302852024#1,4.210621062106211
-302852024#1,927529341,20.89416846652268
-302852024#3,-302852024#1,4.313231323132314
-302852024#3,302852024#2,0.5535553555355536
-307968331#4,-698102296#4,10.771778257739381
-307968331#4,22751277#0,7.704823614110871
-307968331#4,307968331#0,26.81065514758819
-312084868,-22758909#4,14.66522678185745
-312084868,22758909#5,28.207343412527
-312084868,312084868,13.853131749460042
-314670458#0,314670458#0,6.722822174226061
-314670458#0,949254859#3,7.061195104391648
-314670458#1,-314670458#0,6.722822174226061
-314670458#1,314670458#1,4.730021598272138
-314670458#1,314670460,13.271418286537077
-314670458#2,-314670458#1,4.730021598272138
-314670458#2,-90424394#1,13.242620590352772
-314670458#2,314670458#2,4.493880489560835
-314670460,-314670458#0,6.722822174226061
-314670460,314670458#1,4.730021598272138
-314670460,314670460,13.271418286537077
-319824016,319824016,3.2095032397408203
-319826217#5,319826217#0,64.79625629949604
-319826217#5,689200337#1,2.4384449244060473
-319826220#2,-1028906331#9,12.406047516198702
-319826220#2,1028906331#10,4.1972642188624905
-319826220#2,319826220#0,19.369330453563716
-319826226,-22980555#1,18.24910007199424
-319826226,22980555#2,10.05471562275018
-319826226,688956929,32.57595392368611
-320159028,-320159047,3.897768178545716
-320159028,696267218#2,10.89992800575954
-320159047,-320159028,2.953203743700504
-320599202,-148818702#3,6.721382289416846
-320599202,148818702#4,3.909287257019438
-320599202,23311635,25.552195824334053
-321601744#1,-696192799#1,6.2850971922246215
-321601744#1,19822293,22.607631389488837
-321601744#1,696192799#2,17.7264218862491
-322216091,-201707817#0,7.746580273578113
-322216091,201707817#1,1.661627069834413
-322216091,322216091,5.0395968322534195
-322604697#1,-90447863#10,1.9971202303815694
-322604697#1,322604697#0,15.043916486681065
-322604697#1,90447863#11,2.935925125989921
-322604767,-90447852#4,5.850251979841612
-322604767,322604767,10.226061915046795
-322604767,90447852#5,2.0460763138948885
-322606171#0,-170343070,13.745140388768897
-322606171#0,322606171#0,12.20014398848092
-322606171#0,699556698#0,16.660907127429805
-322606171#1,-322606171#0,12.682505399568035
-322606171#1,-927524289,5.8214542836573075
-322606171#1,322606171#1,6.630669546436285
-322992967,322992967,10.302375809935205
-322992967,697036130,4.496760259179266
-322992968,322992968,4.908567314614831
-323014717,323014717,3.3837293016558676
-323014718,323014718,19.556515478761696
-324499092,-199982819#1,18.113750899928004
-324499092,199982819#2,5.67170626349892
-324499092,324499092,20.681065514758817
-324506881,324506881,16.614830813534915
-326693652,326693652,6.964722822174226
-326693652,688956452#3,3.9416846652267816
-331346933#0,19978153,10.071994240460763
-331346933#0,36812785#15,3.8833693304535633
-331349227#1,331349227#0,11.458603311735061
-331349227#2,-331349227#1,11.468682505399569
-331349227#2,-97014593,8.6321094312455
-331349227#2,331349227#2,1.6299496040316774
-331352574,-732809994#0,10.050395968322533
-331352574,688947788,4.60187185025198
-331352574,732809994#1,2.780417566594672
-331352576,331352576,6.87544996400288
-331352577,-47484419#4,9.503239740820733
-331352577,331352577,10.00287976961843
-331352577,47484419#5,9.903527717782577
-331352578#1,-260322253#0,9.985601151907845
-331352578#1,260322253#1,10.538516918646508
-331352578#1,331352578#0,15.146148308135349
-331353293,-342881869#14,3.4374437443744372
-331353293,331353293,4.77177825773938
-331353293,342881869#15,3.91989198919892
-331353295,-331354985#1,8.616270698344133
-331353295,-47484419#1,7.654427645788336
-331353295,-696452637,25.65298776097912
-331353295,331353295,13.683225341972642
-331353295,47484419#4,9.508999280057596
-331354985#1,-148852735,10.269258459323252
-331354985#1,-47484424,5.874730021598271
-331354985#1,331354985#0,8.708423326133909
-331471618#0,331471618#0,2.323974082073434
-331471618#1,-331471618#0,2.323974082073434
-331471618#1,331471618#1,7.997120230381569
-331471618#1,927608792,2.262059035277178
-331471621,-24044609#1,7.570914326853851
-331471621,-331471618#1,7.997120230381569
-331471621,24044609#3,17.23686105111591
-331471621,331471621,5.42548596112311
-331472257,331472257,6.702663786897047
-334115128,-334115132#0,16.528437724982002
-334115128,334115129,17.949604031677463
-334115128,334115132#1,10.38012958963283
-334115131#0,-334115132#0,16.528437724982002
-334115131#0,334115129,17.949604031677463
-334115131#0,334115132#1,10.38012958963283
-334115131#1,-334115128,17.352051835853132
-334115131#1,-334115131#0,17.052555795536357
-334115131#1,334115131#1,2.5212383009359254
-334115132#0,-334115128,17.352051835853132
-334115132#0,-334115131#0,17.052555795536357
-334115132#0,334115131#1,2.5212383009359254
-334115132#1,-334115132#0,16.528437724982002
-334115132#1,334115129,17.949604031677463
-334115132#1,334115132#1,10.38012958963283
-334296154,-27575545#0,9.920806335493161
-334296154,27575545#1,18.986321094312455
-334296154,334296154,6.3124550035997125
-334834170,334834170,8.545716342692584
-342881869#11,-331352574,10.606191504679625
-342881869#11,-342881869#9,4.241224122412241
-342881869#11,-688947790#2,12.87832973362131
-342881869#11,342881869#11,2.936093609360936
-342881869#13,-342881869#11,2.936093609360936
-342881869#13,19821819#0,11.569474442044635
-342881869#13,342881869#12,2.234923492349235
-342881869#14,-342881869#13,2.234923492349235
-342881869#14,-688947792,18.83369330453564
-342881869#14,342881869#14,3.4374437443744372
-342881869#15,-342881869#14,3.4374437443744372
-342881869#15,331353293,4.77177825773938
-342881869#15,342881869#15,3.91989198919892
-342881869#19,-342881869#15,3.91989198919892
-342881869#19,-696227250,3.8689704823614113
-342881869#19,342881869#16,11.106210621062107
-342881869#19,47484419#0,3.8920086393088553
-342881869#4,-698749952#0,0.018001800180018002
-342881869#4,130845502#0,19.263726372637265
-342881869#4,342881869#0,11.36903690369037
-342881869#6,-23784448#2,14.204463642908568
-342881869#6,-342881869#4,11.369936993699369
-342881869#6,342881869#5,4.794779477947795
-342881869#8,-342881869#6,4.7938793879387935
-342881869#8,342881869#7,3.586858685868587
-342881869#8,36812785#11,17.336213102951763
-342881869#9,-238831475,7.190784737221022
-342881869#9,-342881869#8,3.578757875787579
-342881869#9,342881869#9,4.247524752475248
-342882226#1,-38653200#2,7.313174946004319
-342882226#1,-697019911,16.57163426925846
-342882226#1,342882226#0,18.36429085673146
-342882226#1,38653200#4,20.72570194384449
-342886913#2,-54780909#4,42.423326133909285
-342886913#2,-635483486#7,4.539236861051116
-342886913#2,342886913#0,6.892008639308855
-381425895#1,381425895#0,3.5665946724262056
-381425895#1,557105492,8.865370770338373
-381425895#2,-381425895#1,3.565154787616991
-381425895#2,381425895#2,7.553635709143268
-381425895#2,91933305#0,64.40892728581713
-381427099,-90564599#1,17.922246220302377
-381427099,237782912,6.033117350611951
-381427099,381427099,4.617710583153348
-381427100,697842142,31.164866810655145
-381427100,697842144,5.15478761699064
-381431263#3,-698306854#2,0.8676867686768678
-381431263#3,689200338#0,17.145814581458147
-381431263#4,-24028666#13,85.056875449964
-381431263#4,-381431263#3,17.135913591359138
-381431263#4,381431263#4,7.382538253825382
-381431263#6,-381431263#4,7.364536453645364
-381431263#6,199956852#0,37.05831533477322
-381431263#6,24028416#0,45.18214542836573
-381431263#6,381431263#6,1.541854185418542
-381431263#7,-259644271#3,12.598992080633549
-381431263#7,-381431263#6,1.541854185418542
-381431263#7,24028414#0,33.2080633549316
-381431263#7,381431263#7,3.111611161116112
-382406378#1,-22943166#12,6.637868970482361
-382406378#1,382406378#0,6.629229661627069
-382406379#0,-19821233#5,26.593232541396688
-382406379#0,-382406378#1,6.660907127429805
-382406379#0,19821092#0,19.840172786177103
-382406379#0,382406379#0,5.311735061195105
-382406379#1,-382406379#0,5.311735061195105
-382406379#1,-641148608,8.080633549316055
-382406379#1,382406379#1,3.360691144708423
-382406379#2,-382406379#1,3.360691144708423
-382406379#2,382406379#2,3.7955363570914327
-382406379#2,641082295,14.035997120230382
-38429628#1,-692068509#1,4.037437005039597
-38429628#1,38429628#0,7.2152627789776815
-38429628#1,38429629#0,14.401727861771057
-38429628#1,38429635,18.555795536357092
-38429629#1,-692068509#1,4.037437005039597
-38429629#1,38429628#0,7.2152627789776815
-38429629#1,38429629#0,14.401727861771057
-38429629#1,38429635,18.555795536357092
-38429630#1,-19873475#2,4.299496040316774
-38429630#1,-927683337#2,8.283657307415407
-38429630#1,19873475#4,3.0806335493160546
-38429630#1,38429630#0,9.739380849532036
-38429630#2,-38429630#1,9.739380849532036
-38429630#2,38429630#2,0.17278617710583152
-38429630#2,692084177#0,7.871850251979842
-38429631,-696724801,3.661627069834413
-38429631,38429631,17.010799136069114
-38429631,692084174,8.092152627789776
-38429632#1,38429632#0,9.706263498920086
-38429634#0,38429634#0,5.583873290136789
-38429634#1,-38429634#0,5.691864650827934
-38429634#1,-38429635,18.776097912167028
-38429634#1,38429634#1,1.847372210223182
-38429635,-692068509#1,4.037437005039597
-38429635,38429628#0,7.2152627789776815
-38429635,38429629#0,14.401727861771057
-38429635,38429635,18.555795536357092
-38429636,-55692096#9,9.441324694024477
-38429636,1214280620#0,4.682505399568035
-38429636,130821718#0,10.472282217422606
-38429636,38429636,10.508279337652988
-38429636,692068509#0,4.063354931605471
-38429645,-22943292#1,14.639308855291576
-38429645,22943292#2,6.660907127429805
-38429645,38429645,4.361411087113031
-38429650,-130820266#1,12.70122390208783
-38429650,-22882584#0,1.7508999280057596
-38429650,22882584#2,20.953203743700506
-38429650,38429650,11.487401007919367
-38429651#0,-38429675#4,6.747300215982721
-38429651#0,22943292#0,14.928725701943845
-38429651#0,38429651#0,16.185745140388768
-38429651#0,38429675#6,6.02735781137509
-38429651#1,-38429651#0,15.994240460763137
-38429651#1,130822815,3.3736501079913603
-38429651#1,38429651#1,7.01511879049676
-38429674#2,38429674#0,16.24334053275738
-38429675#1,1259664876,2.9270927092709274
-38429675#1,38429675#0,16.91144708423326
-38429675#1,689753508,2.774658027357811
-38429675#2,-22882584#8,2.7113030957523394
-38429675#2,-38429675#1,16.773218142548593
-38429675#2,38429675#2,17.67746580273578
-38429675#4,-1214120999#1,6.96328293736501
-38429675#4,-38429675#2,17.67746580273578
-38429675#4,38429675#3,6.79913606911447
-38429675#7,-38429675#4,6.747300215982721
-38429675#7,22943292#0,14.928725701943845
-38429675#7,38429651#0,16.185745140388768
-38429675#7,38429675#6,6.02735781137509
-38434948,38434948,4.750179985601152
-38434952,38434952,11.07271418286537
-38434953#0,-130820269#2,6.332613390928725
-38434953#0,130820269#3,5.943844492440605
-38434953#0,38434953#0,6.660907127429805
-38434953#1,-38434953#0,6.512598992080632
-38434953#1,-38434955,9.218142548596111
-38434953#1,38434953#1,5.763858891288697
-38434953#2,-38434953#1,5.763858891288697
-38434953#2,-38434954,5.730741540676745
-38434953#2,38434953#2,11.778257739380848
-38434954,38434954,5.730741540676745
-38434955,38434955,9.218142548596111
-38653200#0,23062031#0,30.247660187185023
-38653200#0,55680846#0,5.114470842332613
-38653200#0,696739656#0,8.148308135349172
-38653200#2,-38653200#0,8.21598272138229
-38653200#2,38653200#1,7.313174946004319
-38653200#2,927608950#0,17.120230381569474
-389877897,-148886353#3,20.672426205903527
-389877897,-19821513#3,7.458145814581458
-389877897,19821513#4,6.0162016201620165
-389877897,389877897,10.205903527717782
-389883941#2,-22943144#1,8.84809215262779
-389883941#2,-696403898#5,10.597552195824333
-389883941#2,148818706#0,8.938804895608351
-389883941#2,389883941#1,20.13681368136814
-392493389#1,-696452633,5.825773938084953
-392493389#1,-696452634,4.7170626349892
-392493389#1,392493389#0,9.547876169906408
-392493390#0,392493390#0,9.899208063354932
-392493390#0,690320613#3,22.89108910891089
-392493390#1,-19977502#1,4.110871130309575
-392493390#1,-392493390#0,9.779697624190065
-392493390#1,19977424#0,25.795536357091432
-392493390#1,392493390#1,10.33405327573794
-392493390#2,-392493390#1,10.433405327573793
-392493390#2,19977697#0,18.603311735061194
-392493390#2,392493390#2,2.770338372930165
-392493390#2,47484417,8.758819294456442
-395857693#0,395857693#0,16.11519078473722
-395857693#0,697231511,1.9366450683945282
-395857693#0,697862989,6.8545716342692575
-402814731#1,-693637907,4.661566156615661
-402814731#1,-77991317#3,4.875787578757876
-402814731#1,402814731#0,6.814581458145814
-402814733,88326440,9.336213102951763
-406558113,-26827523#2,3.0280777537796975
-406558113,26827523#3,23.892008639308855
-406558113,406558113,9.107271418286537
-406992996,406992996,5.285817134629229
-410951184,410951184,3.860331173506119
-41704359#0,41704359#0,10.466522678185745
-41704359#1,-41704359#0,10.466522678185745
-41704359#1,41704359#1,2.542836573074154
-41704359#1,72739202,5.92080633549316
-41704361,-27575551#3,12.247660187185025
-41704361,22882539,19.062634989200863
-41704361,27575551#5,1.9424046076313894
-41704361,41704361,10.11231101511879
-41710461#1,-22882545#0,28.496998799519808
-41710461#1,22882545#1,11.399759903961584
-41710461#1,41710461#0,33.483793517406966
-417623237,-237782912,6.033117350611951
-417623237,-90564603#1,20.034557235421165
-417623237,-90564609#7,6.627789776817854
-417623237,417623237,10.76889848812095
-417761549,-1259664877#13,5.2151215121512156
-417761549,1259664877#14,2.121512151215122
-417761549,417761549,2.935925125989921
-421600465,421600465,14.395968322534197
-423032605,423032605,9.8776097912167
-4270622#1,4270622#0,8.888408927285816
-4270622#3,-4270622#1,8.888408927285816
-4270622#3,1131113895,0.4190064794816415
-4270622#3,4270622#2,17.350611951043916
-438117719,-90429198#0,1.7724982001439884
-438117719,438117719,4.1367890568754495
-438117719,90429198#1,3.7033837293016556
-444895673,444895673,5.246940244780417
-449102177,-47484419#6,10.014398848092151
-449102177,260322253#0,10.010079193664506
-449102177,47484419#8,10.018718502519798
-449102177,96957117#0,20.316774658027356
-457406888,-233674121#1,11.922246220302375
-457406888,19822596#0,22.005759539236863
-457406888,26827485,8.393088552915767
-457406888,457406888,8.32541396688265
-457444362,457444362,4.85097192224622
-460247949#1,460247949#0,10.874010079193663
-46263807,-1259664884#5,2.3231323132313233
-46263807,1259664884#6,5.8127812781278125
-46263807,46263807,9.39236861051116
-464522044,464522044,4.698344132469402
-464522046,464522046,5.4427645788336925
-47484417,-392493390#1,10.433405327573793
-47484417,19977697#0,18.603311735061194
-47484417,392493390#2,2.770338372930165
-47484417,47484417,8.758819294456442
-47484418,-22943137#2,1.880489560835133
-47484418,47484418,14.601871850251978
-47484418,699540634,4.7156227501799854
-47484419#0,-342881869#15,3.91989198919892
-47484419#0,-696227250,3.8689704823614113
-47484419#0,342881869#16,11.106210621062107
-47484419#0,47484419#0,3.8920086393088553
-47484419#1,-47484419#0,3.8920086393088553
-47484419#1,47484419#1,7.97840172786177
-47484419#1,743764375#0,9.922246220302375
-47484419#4,-331354985#1,8.616270698344133
-47484419#4,-47484419#1,7.654427645788336
-47484419#4,-696452637,25.65298776097912
-47484419#4,331353295,13.683225341972642
-47484419#4,47484419#4,9.508999280057596
-47484419#6,-47484419#4,9.503239740820733
-47484419#6,331352577,10.00287976961843
-47484419#6,47484419#5,9.903527717782577
-47484419#9,-47484419#6,10.014398848092151
-47484419#9,260322253#0,10.010079193664506
-47484419#9,47484419#8,10.018718502519798
-47484419#9,96957117#0,20.316774658027356
-47484420#1,36812785#16,6.6925845932325405
-47484420#1,47484420#0,7.92080633549316
-47484424,47484424,5.851691864650828
-47484424,690320624#1,12.811881188118813
-47484429,-148818702#0,7.841612670986321
-47484429,148818702#1,6.760259179265659
-47484429,47484429,14.462203023758098
-47484434#0,-696170691#1,2.7962562994960405
-47484434#0,148559368#0,8.92728581713463
-47484434#0,47484434#0,8.060475161987041
-47484434#2,-47484434#0,8.018718502519798
-47484434#2,-623138550,8.14254859611231
-47484434#2,22802754#0,10.359971202303816
-47484434#2,47484434#2,5.339092872570194
-47484434#3,-22802772#1,7.246940244780417
-47484434#3,-47484434#2,5.339092872570194
-47484434#3,47484434#3,2.0143988480921524
-47484434#4,-389877897,10.201583873290135
-47484434#4,-47484434#3,2.0143988480921524
-47484434#4,47484434#4,3.773938084953204
-47484434#6,-47484434#4,3.773938084953204
-47484434#6,47484434#5,25.68610511159107
-47484434#6,96957116,14.018718502519798
-47484436#3,-1259664884#1,7.353735373537354
-47484436#3,1259664884#3,3.746174617461746
-47484436#3,47484436#0,38.76169906407487
-47484437,-1237215043#1,6.151187904967602
-47484437,1237215043#2,11.258459323254138
-47484437,47484437,35.104391648668106
-47484438,-1237215042#4,2.7263726372637263
-47484438,1237215042#5,3.481548154815482
-47484438,47484438,14.264938804895607
-47800701#0,-19821525#2,17.786897048236142
-47800701#0,19821525#3,19.979841612670985
-47800701#0,47800701#0,8.846652267818573
-47800702#3,-382406379#2,3.7955363570914327
-47800702#3,26131807#0,21.65010799136069
-47800702#3,695501177#0,40.67242620590353
-47800702#3,695508271#0,10.475161987041036
-481786766,481786766,15.527717782577394
-481786766,730948912#1,0.5169186465082793
-485467343,-485467344#0,3.540676745860331
-485467343,485467343,6.505399568034557
-485467343,485467344#1,2.3167746580273576
-485467344#0,485467344#0,3.540676745860331
-485467344#1,-485467344#0,3.540676745860331
-485467344#1,485467343,6.505399568034557
-485467344#1,485467344#1,2.3167746580273576
-540883811#0,-243118975#0,8.567314614830813
-540883811#0,-243118977#3,3.1562275017998562
-540883811#0,243118975#1,16.526997840172786
-540883811#1,-540883811#0,15.892008639308855
-540883811#1,243118976,20.719942404607632
-540883811#1,540883811#1,4.980561555075594
-540883811#2,-138506509,23.500359971202304
-540883811#2,-540883811#1,4.980561555075594
-540883811#2,540883811#2,7.232541396688264
-54780909#0,54780909#0,1.6861051115910728
-54780909#0,689207000,2.386322735452909
-54780909#0,689207004,2.441511697660468
-54780909#0,763787947,15.278617710583152
-54780909#4,-54780909#0,1.6861051115910728
-54780909#4,24028601,4.477947794779478
-54780909#4,54780909#1,42.44492440604751
-549750707,549750707,6.627789776817854
-55680848,-23062031#2,30.236141108711305
-55680848,105823670,9.310531053105311
-55680848,20408951#0,13.921692169216922
-55680848,55692116#0,22.676745860331174
-55692096#0,19873540,0.32043204320432045
-55692096#0,55692096#0,7.831533477321814
-55692096#1,-22943291#10,28.652267818574515
-55692096#1,-55692096#0,7.831533477321814
-55692096#1,55692096#1,6.175665946724262
-55692096#3,-55692096#1,6.148308135349172
-55692096#3,38434943#0,11.372210223182146
-55692096#3,55692096#2,18.30669546436285
-55692096#7,-241419568#1,6.528437724982002
-55692096#7,-55692096#3,18.19150467962563
-55692096#7,55692096#4,10.129589632829372
-55692096#9,-38429629#1,14.401727861771057
